chr	gene	gene_id	start	end	direction	gene_name
1	gene	ENSG00000204508.3	13035543	13038381	+	PRAMEF22
1	gene	ENSG00000239810.2	13052394	13052998	-	WI2-3308P17.2
1	gene	ENSG00000250113.1	13123246	13126086	-	RP13-221M14.6
1	gene	ENSG00000204505.3	13140456	13145000	+	PRAMEF25
1	gene	ENSG00000233336.1	13146777	13147256	+	RP13-221M14.2
1	gene	ENSG00000229978.1	13162645	13165443	-	RP13-221M14.3
1	gene	ENSG00000236179.1	13171871	13173157	-	RP13-221M14.4
1	gene	ENSG00000179412.8	13182960	13184326	-	HNRNPCP5
1	gene	ENSG00000224199.1	13196270	13199067	+	WI2-2994D6.1
1	gene	ENSG00000229571.2	13216356	13219581	-	PRAMEF26
1	gene	ENSG00000204503.5	13328196	13331692	-	PRAMEF3
1	gene	ENSG00000233394.1	13351482	13354323	+	RP11-248D7.2
1	gene	ENSG00000204502.2	13359819	13369057	+	PRAMEF5
1	gene	ENSG00000231219.1	13379149	13381237	-	RP11-219C24.8
1	gene	ENSG00000207511.1	13384735	13384841	-	RNU6-771P
1	gene	ENSG00000182330.6	13386646	13390765	-	PRAMEF8
1	gene	ENSG00000237700.1	13411551	13414482	+	RP11-219C24.6
1	gene	ENSG00000204501.2	13421176	13428191	+	PRAMEF9
1	gene	ENSG00000228229.2	13429634	13430113	+	RP11-219C24.10
1	gene	ENSG00000204495.3	13447414	13452656	-	PRAMEF13
1	gene	ENSG00000204491.2	13474689	13477522	-	PRAMEF18
1	gene	ENSG00000204488.3	13495254	13498260	+	PRAMEF16
1	gene	ENSG00000204486.3	13516066	13526943	+	PRAMEF21
1	gene	ENSG00000204485.2	13607431	13611550	-	XX-FW84067D5.1
1	gene	ENSG00000224581.1	13632348	13635279	+	XX-FW84067D5.2
1	gene	ENSG00000157358.7	13641973	13648988	+	PRAMEF15
1	gene	ENSG00000204481.6	13668269	13673511	-	PRAMEF14
1	gene	ENSG00000204480.6	13694889	13698405	-	PRAMEF19
1	gene	ENSG00000204479.4	13716092	13719089	+	PRAMEF17
1	gene	ENSG00000204478.5	13736907	13747803	+	PRAMEF20
1	gene	ENSG00000162494.5	13801445	13840543	-	LRRC38
1	gene	ENSG00000259961.1	13840786	13842765	+	RP4-597A16.2
1	gene	ENSG00000215909.3	13881496	13882189	+	RP4-597A16.3
1	gene	ENSG00000162493.12	13909960	13944452	+	PDPN
1	gene	ENSG00000222952.1	13949679	13949779	-	RNA5SP41
1	gene	ENSG00000266358.1	13950397	13950497	-	AL359771.1
1	gene	ENSG00000237445.2	13983806	13986405	-	CTA-520D8.2
1	gene	ENSG00000253085.1	14022565	14022694	-	SCARNA11
1	gene	ENSG00000116731.18	14026693	14151574	+	PRDM2
1	gene	ENSG00000252151.1	14450728	14450830	-	RNU6-1265P
1	gene	ENSG00000231606.1	14548386	14549613	-	RP11-344F13.1
1	gene	ENSG00000234593.1	14675450	14677518	-	RP4-704D23.1
1	gene	ENSG00000189337.11	14925200	15444539	+	KAZN
1	gene	ENSG00000235829.1	15018625	15019109	-	TBCAP2
1	gene	ENSG00000175147.7	15444823	15478960	-	TMEM51-AS1
1	gene	ENSG00000171729.9	15479028	15546976	+	TMEM51
1	gene	ENSG00000204464.3	15490840	15497813	-	C1orf195
1	gene	ENSG00000215720.4	15518324	15519341	-	RP1-21O18.3
1	gene	ENSG00000142621.15	15573768	15726779	+	FHAD1
1	gene	ENSG00000233485.1	15653176	15670372	-	RP3-467K16.2
1	gene	ENSG00000236045.1	15660662	15661960	-	RP3-467K16.7
1	gene	ENSG00000228140.1	15729475	15735929	-	RP3-467K16.4
1	gene	ENSG00000142634.8	15736391	15756839	+	EFHD2
1	gene	ENSG00000162438.7	15764935	15775737	+	CTRC
1	gene	ENSG00000142615.7	15783223	15798586	+	CELA2A
1	gene	ENSG00000215704.5	15792404	15813932	+	CELA2B
1	gene	ENSG00000132906.13	15817327	15853029	-	CASP9
1	gene	ENSG00000116138.8	15853308	15918874	+	DNAJC16
1	gene	ENSG00000251866.1	15868660	15868799	+	SCARNA21
1	gene	ENSG00000272510.1	15892106	15892312	-	RP4-680D5.8
1	gene	ENSG00000116771.5	15898848	15911605	-	AGMAT
1	gene	ENSG00000237301.1	15912631	15930121	-	RP4-680D5.2
1	gene	ENSG00000235084.2	15931077	15931538	+	CHCHD2P6
1	gene	ENSG00000252417.1	15934573	15934640	-	RNU7-179P
1	gene	ENSG00000236500.1	15941138	15941362	-	RP4-680D5.4
1	gene	ENSG00000197312.7	15943995	15995539	+	DDI2
1	gene	ENSG00000271742.1	16009368	16009623	-	RP4-680D5.9
1	gene	ENSG00000116786.7	16010827	16061264	+	PLEKHM2
1	gene	ENSG00000237938.1	16049214	16063391	-	RP11-288I21.1
1	gene	ENSG00000162461.7	16062900	16067891	+	SLC25A34
1	gene	ENSG00000224459.1	16075925	16076391	-	RP11-169K16.4
1	gene	ENSG00000162460.6	16068917	16074477	+	TMEM82
1	gene	ENSG00000162458.8	16083102	16113089	+	FBLIM1
1	gene	ENSG00000224321.1	16119291	16119780	+	RP11-169K16.6
1	gene	ENSG00000233954.4	16133679	16134194	-	RP11-169K16.7
1	gene	ENSG00000178715.7	16154724	16155167	+	RP11-169K16.8
1	gene	ENSG00000179743.2	16160560	16163401	-	RP11-169K16.9
1	gene	ENSG00000065526.6	16174359	16266955	+	SPEN
1	gene	ENSG00000238818.1	16237392	16237492	+	snoU13
1	gene	ENSG00000270620.1	16244193	16244403	-	RP1-134O19.3
1	gene	ENSG00000116809.7	16268364	16302627	-	ZBTB17
1	gene	ENSG00000234607.2	16296127	16296689	+	RP11-5P18.1
1	gene	ENSG00000231353.1	16314677	16314936	+	RP11-5P18.3
1	gene	ENSG00000224966.4	16316366	16321246	+	TBC1D3P6
1	gene	ENSG00000183888.4	16330731	16335302	+	C1orf64
1	gene	ENSG00000173641.13	16340523	16346089	-	HSPB7
1	gene	ENSG00000186510.7	16345370	16360545	+	CLCNKA
1	gene	ENSG00000232456.1	16361673	16366524	-	RP11-5P18.10
1	gene	ENSG00000184908.13	16370272	16383803	+	CLCNKB
1	gene	ENSG00000185519.8	16384264	16400127	-	FAM131C
1	gene	ENSG00000142627.9	16450832	16482582	-	EPHA2
1	gene	ENSG00000227959.1	16481706	16483824	+	RP11-276H7.2
1	gene	ENSG00000224621.1	16485761	16488378	+	RP11-276H7.3
1	gene	ENSG00000142632.12	16524712	16539104	-	ARHGEF19
1	gene	ENSG00000237276.4	16542404	16554522	-	ANO7P1
1	gene	ENSG00000204377.3	16555368	16556038	-	C1orf134
1	gene	ENSG00000132881.7	16558195	16563657	-	RSG1
1	gene	ENSG00000233929.1	16567708	16567893	-	MT1XP1
1	gene	ENSG00000037637.6	16573334	16678949	-	FBXO42
1	gene	ENSG00000055070.12	16679070	16724640	+	SZRD1
1	gene	ENSG00000226457.1	16695645	16696025	-	RP11-430L17.1
1	gene	ENSG00000187144.7	16713621	16763919	-	SPATA21
1	gene	ENSG00000157191.15	16767167	16786573	+	NECAP2
1	gene	ENSG00000226029.1	16787443	16789782	+	RP4-798A10.2
1	gene	ENSG00000080947.10	16793931	16825752	-	CROCCP3
1	gene	ENSG00000206652.1	16840617	16840780	-	RNU1-1
1	gene	ENSG00000261135.1	16841140	16842249	+	RP4-798A10.7
1	gene	ENSG00000224174.2	16847189	16848291	+	RP4-798A10.4
1	gene	ENSG00000233421.3	16860381	16862144	-	U1
1	gene	ENSG00000268674.1	16865561	16866070	+	AL355149.2
1	gene	ENSG00000225710.1	16875146	16879026	-	RP5-875O13.6
1	gene	ENSG00000266584.1	16875409	16875482	+	AL355149.1
1	gene	ENSG00000219481.6	16888814	16940057	-	NBPF1
1	gene	ENSG00000271732.1	16943886	16944224	+	RP5-1182A14.5
1	gene	ENSG00000215908.5	16944751	16961054	-	CROCCP2
1	gene	ENSG00000186301.7	16972069	16976914	+	MST1P2
1	gene	ENSG00000207513.1	16993280	16993443	-	RNU1-3
1	gene	ENSG00000237847.2	16999498	17000007	+	AL137798.1
1	gene	ENSG00000264742.1	17007750	17007823	+	AL021920.1
1	gene	ENSG00000236698.1	17012116	17012550	-	EIF1AXP1
1	gene	ENSG00000268869.1	17013834	17046652	-	ESPNP
1	gene	ENSG00000268991.1	17060447	17060956	-	AL021920.2
1	gene	ENSG00000058453.12	17066768	17299474	+	CROCC
1	gene	ENSG00000207389.1	17067011	17067174	+	RNU1-4
1	gene	ENSG00000227684.1	17076728	17077459	+	CROCCP4
1	gene	ENSG00000186715.6	17081405	17096732	-	MST1L
1	gene	ENSG00000223643.2	17177752	17179624	-	RP11-108M9.1
1	gene	ENSG00000230239.1	17181902	17185779	+	RP11-108M9.2
1	gene	ENSG00000263811.1	17185444	17185516	-	MIR3675
1	gene	ENSG00000228549.2	17197440	17200587	+	U1
1	gene	ENSG00000238142.1	17215033	17216144	-	RP11-108M9.4
1	gene	ENSG00000235241.1	17215590	17216042	+	RP11-108M9.5
1	gene	ENSG00000207005.1	17222475	17222638	+	RNU1-2
1	gene	ENSG00000272426.1	17230834	17231271	-	RP11-108M9.6
1	gene	ENSG00000117122.9	17300997	17307330	-	MFAP2
1	gene	ENSG00000226526.1	17305421	17331586	+	RP1-37C10.3
1	gene	ENSG00000159363.13	17312453	17338423	-	ATP13A2
1	gene	ENSG00000117118.5	17345217	17380665	-	SDHB
1	gene	ENSG00000117115.8	17393256	17445948	-	PADI2
1	gene	ENSG00000252180.1	17484692	17484779	+	Y_RNA
1	gene	ENSG00000204362.5	17516278	17524112	+	RP11-380J14.1
1	gene	ENSG00000142623.8	17531621	17572500	+	PADI1
1	gene	ENSG00000142619.4	17575593	17610728	+	PADI3
1	gene	ENSG00000266634.1	17604384	17604470	+	MIR3972
1	gene	ENSG00000159339.9	17634690	17690499	+	PADI4
1	gene	ENSG00000269468.1	17655507	17676070	-	AC004824.2
1	gene	ENSG00000256049.2	17698691	17728195	+	PADI6
1	gene	ENSG00000179051.9	17733501	17766220	-	RCC2
1	gene	ENSG00000239020.1	17776259	17776359	+	snoU13
1	gene	ENSG00000074964.12	17866330	18024369	+	ARHGEF10L
1	gene	ENSG00000236648.1	18044182	18076473	+	RP11-473A10.2
1	gene	ENSG00000117148.6	18081808	18153558	+	ACTL8
1	gene	ENSG00000261781.1	18392151	18400906	+	RP11-174G17.2
1	gene	ENSG00000117154.7	18434240	18704976	+	IGSF21
1	gene	ENSG00000230035.2	18493423	18505840	-	RP11-174G17
1	gene	ENSG00000225387.1	18712323	18715008	+	RP11-422P22.1
1	gene	ENSG00000179023.7	18807424	18812478	+	KLHDC7A
1	gene	ENSG00000235282.2	18839612	18839881	+	RP1-8B22.1
1	gene	ENSG00000225478.2	18921908	18922130	+	RP1-8B22.2
1	gene	ENSG00000009709.7	18957500	19075360	+	PAX7
1	gene	ENSG00000179002.5	19166093	19186176	-	TAS1R2
1	gene	ENSG00000159423.12	19197926	19229275	-	ALDH4A1
1	gene	ENSG00000265606.1	19209696	19209769	-	MIR4695
1	gene	ENSG00000221662.1	19223565	19223642	-	MIR1290
1	gene	ENSG00000169991.6	19230775	19283180	-	IFFO2
1	gene	ENSG00000272084.1	19398604	19402005	-	RP5-1126H10.2
1	gene	ENSG00000127481.10	19403234	19536770	-	UBR4
1	gene	ENSG00000266098.1	19410046	19410145	-	AL137127.1
1	gene	ENSG00000230424.1	19536995	19566790	+	RP1-43E13.2
1	gene	ENSG00000127463.9	19542158	19578032	-	EMC1
1	gene	ENSG00000053372.4	19578047	19586622	+	MRTO4
1	gene	ENSG00000211454.9	19592476	19600688	-	AKR7L
1	gene	ENSG00000162482.4	19609052	19615744	-	AKR7A3
1	gene	ENSG00000270728.1	19623574	19624397	+	RP4-657E11.10
1	gene	ENSG00000053371.8	19630459	19638640	-	AKR7A2
1	gene	ENSG00000200403.1	19631570	19631676	-	RNU6-1099P
1	gene	ENSG00000040487.8	19638820	19655794	+	PQLC2
1	gene	ENSG00000265192.1	19646299	19646554	-	RN7SL85P
1	gene	ENSG00000077549.13	19665267	19812066	-	CAPZB
1	gene	ENSG00000240490.2	19750878	19751163	+	RN7SL277P
1	gene	ENSG00000201609.1	19837087	19837227	+	RNU4-28P
1	gene	ENSG00000239027.1	19858664	19858768	-	snoU13
1	gene	ENSG00000235185.1	19918296	19923326	-	RP5-1056L3.1
1	gene	ENSG00000173436.9	19923477	19956314	+	MINOS1
1	gene	ENSG00000226396.1	19934608	19935062	+	RPS14P3
1	gene	ENSG00000158747.9	19967048	19984945	+	NBL1
1	gene	ENSG00000158748.3	19991780	20006055	+	HTR6
1	gene	ENSG00000162542.9	20008706	20126438	-	TMCO4
1	gene	ENSG00000178828.5	20140523	20141771	-	RNF186
1	gene	ENSG00000235434.1	20145736	20145995	+	RP11-91K11.2
1	gene	ENSG00000169914.5	20209006	20239438	+	OTUD3
1	gene	ENSG00000188784.4	20246502	20250110	-	PLA2G2E
1	gene	ENSG00000242688.2	20297462	20297760	+	RN7SL304P
1	gene	ENSG00000188257.6	20301925	20306932	-	PLA2G2A
1	gene	ENSG00000127472.6	20354672	20417683	+	PLA2G5
1	gene	ENSG00000117215.10	20438432	20446050	-	PLA2G2D
1	gene	ENSG00000158786.4	20465819	20476879	+	PLA2G2F
1	gene	ENSG00000227066.1	20480831	20487061	+	RP3-340N1.2
1	gene	ENSG00000187980.6	20487746	20503917	-	PLA2G2C
1	gene	ENSG00000225986.1	20510735	20512979	-	RP3-340N1.5
1	gene	ENSG00000162543.5	20512578	20522541	+	UBXN10
1	gene	ENSG00000228105.1	20569588	20571148	+	RP3-340N1.6
1	gene	ENSG00000158816.11	20617412	20681387	+	VWA5B1
1	gene	ENSG00000226664.1	20620704	20649680	-	RP4-745E8.2
1	gene	ENSG00000236963.1	20687072	20757727	-	RP4-749H3.1
1	gene	ENSG00000226487.1	20738797	20739746	-	RP4-749H3.2
1	gene	ENSG00000162545.5	20808884	20812713	-	CAMK2N1
1	gene	ENSG00000090432.5	20825943	20834654	-	MUL1
1	gene	ENSG00000215520.3	20852482	20853244	+	RPS4XP4
1	gene	ENSG00000183114.6	20878932	20881512	+	FAM43B
1	gene	ENSG00000158825.5	20915441	20945401	+	CDA
1	gene	ENSG00000158828.5	20959948	20978004	+	PINK1
1	gene	ENSG00000257033.1	20976856	20976926	-	AL391357.1
1	gene	ENSG00000244038.5	20978270	20988000	-	DDOST
1	gene	ENSG00000117245.8	20990507	21044510	-	KIF17
1	gene	ENSG00000235432.1	21019227	21020506	-	RP5-930J4.5
1	gene	ENSG00000189410.7	21046225	21059330	-	SH2D5
1	gene	ENSG00000233069.1	21059373	21060445	+	RP5-930J4.2
1	gene	ENSG00000127483.13	21069154	21113816	-	HP1BP3
1	gene	ENSG00000075151.15	21132963	21503377	-	EIF4G3
1	gene	ENSG00000251914.1	21167734	21167795	+	RNU7-200P
1	gene	ENSG00000221808.1	21314807	21314925	-	MIR1256
1	gene	ENSG00000233072.1	21330043	21330427	-	RPS15AP6
1	gene	ENSG00000236073.2	21400132	21400246	-	RP11-487E1.2
1	gene	ENSG00000235112.1	21487968	21488574	+	RP11-628K18.1
1	gene	ENSG00000266867.1	21503059	21503122	-	AL031005.1
1	gene	ENSG00000117298.10	21543740	21671997	-	ECE1
1	gene	ENSG00000236936.1	21592575	21593744	+	RP3-329E20.2
1	gene	ENSG00000231105.1	21619783	21626267	+	RP5-1071N3.1
1	gene	ENSG00000236216.4	21724480	21724855	+	PPP1R11P1
1	gene	ENSG00000228823.1	21737953	21739786	-	RP11-293F5.8
1	gene	ENSG00000236009.1	21742391	21743985	+	RP11-293F5.1
1	gene	ENSG00000227001.2	21751118	21754460	-	NBPF2P
1	gene	ENSG00000187952.8	21754796	21756030	+	HS6ST1P1
1	gene	ENSG00000186543.7	21760811	21764051	+	CROCCP5
1	gene	ENSG00000142794.14	21766621	21811498	+	NBPF3
1	gene	ENSG00000176378.8	21786494	21786575	-	PFN1P10
1	gene	ENSG00000162551.9	21835858	21904905	+	ALPL
1	gene	ENSG00000233431.1	21912965	21917680	+	RP11-63N8.3
1	gene	ENSG00000221781.1	21918904	21919041	-	AL359815.1
1	gene	ENSG00000076864.15	21922708	21995801	-	RAP1GAP
1	gene	ENSG00000090686.11	22004791	22110099	-	USP48
1	gene	ENSG00000231978.2	22094762	22095068	+	RP11-132G19.3
1	gene	ENSG00000187942.7	22138758	22151714	+	LDLRAD2
1	gene	ENSG00000142798.12	22154356	22263790	-	HSPG2
1	gene	ENSG00000232037.2	22234591	22235073	+	RP11-26H16.1
1	gene	ENSG00000219073.3	22303514	22325135	+	CELA3B
1	gene	ENSG00000264385.1	22305444	22305729	-	RN7SL421P
1	gene	ENSG00000263991.1	22313974	22314268	+	RN7SL386P
1	gene	ENSG00000201919.1	22314309	22314412	+	RNU6-1022P
1	gene	ENSG00000142789.15	22328149	22339032	+	CELA3A
1	gene	ENSG00000263582.1	22330078	22330361	-	RN7SL768P
1	gene	ENSG00000263929.1	22337143	22337437	+	RN7SL186P
1	gene	ENSG00000201273.1	22337478	22337581	+	RNU6-776P
1	gene	ENSG00000228397.1	22350487	22351461	-	RP1-224A6.3
1	gene	ENSG00000218510.3	22351681	22357716	+	LINC00339
1	gene	ENSG00000070831.11	22379120	22419437	+	CDC42
1	gene	ENSG00000230068.2	22385690	22390692	+	CDC42-IT1
1	gene	ENSG00000271428.1	22394833	22395320	-	RP1-224A6.8
1	gene	ENSG00000271840.1	22427106	22427853	+	RP1-224A6.9
1	gene	ENSG00000162552.10	22443798	22470462	-	WNT4
1	gene	ENSG00000266564.1	22592732	22592793	+	MIR4418
1	gene	ENSG00000234397.3	22649333	22649824	-	RP11-415K20.1
1	gene	ENSG00000184677.12	22778344	22857650	+	ZBTB40
1	gene	ENSG00000237200.1	22843967	22846201	+	ZBTB40-IT1
1	gene	ENSG00000070886.6	22890057	22930087	+	EPHA8
1	gene	ENSG00000173372.12	22962999	22966101	+	C1QA
1	gene	ENSG00000159189.7	22970123	22974603	+	C1QC
1	gene	ENSG00000173369.11	22979255	22988031	+	C1QB
1	gene	ENSG00000133216.12	23037332	23241818	+	EPHB2
1	gene	ENSG00000265422.1	23046010	23046091	+	MIR4684
1	gene	ENSG00000216157.2	23075310	23075404	-	AL611946.1
1	gene	ENSG00000225952.1	23162206	23163342	-	RP11-69E9.1
1	gene	ENSG00000264014.1	23189686	23189719	-	MIR4253
1	gene	ENSG00000272796.1	23243175	23247993	+	RP1-74M1.3
1	gene	ENSG00000215906.4	23279536	23291831	-	LACTBL1
1	gene	ENSG00000227868.2	23337327	23342343	-	C1orf234
1	gene	ENSG00000004487.11	23345941	23410182	+	KDM1A
1	gene	ENSG00000240553.1	23346640	23347044	-	RP1-184J9.2
1	gene	ENSG00000263793.1	23370798	23370865	+	MIR3115
1	gene	ENSG00000266802.1	23384351	23384427	-	MIR4419A
1	gene	ENSG00000169641.9	23410516	23504301	-	LUZP1
1	gene	ENSG00000229010.1	23466818	23467635	+	RP5-979D14.1
1	gene	ENSG00000206935.1	23489197	23489303	+	RNU6-514P
1	gene	ENSG00000252578.1	23490446	23490546	+	RNU6-135P
1	gene	ENSG00000179546.3	23516993	23521222	-	HTR1D
1	gene	ENSG00000215381.3	23571258	23571717	+	RP5-1057J7.1
1	gene	ENSG00000261326.2	23607802	23613245	-	RP5-1057J7.6
1	gene	ENSG00000125944.14	23630264	23670829	-	HNRNPR
1	gene	ENSG00000125945.10	23685941	23694879	-	ZNF436
1	gene	ENSG00000249087.3	23695490	23698332	+	C1orf213
1	gene	ENSG00000271420.1	23704873	23705522	-	RP5-1057J7.7
1	gene	ENSG00000204219.5	23707554	23751233	-	TCEA3
1	gene	ENSG00000232482.2	23737325	23738639	+	RP4-654C18.1
1	gene	ENSG00000088280.14	23755056	23811061	-	ASAP3
1	gene	ENSG00000007968.6	23832922	23857712	-	E2F2
1	gene	ENSG00000235052.1	23875630	23877406	-	RP1-150O5.3
1	gene	ENSG00000117318.8	23884409	23886285	-	ID3
1	gene	ENSG00000197880.4	23907985	23967058	+	MDS2
1	gene	ENSG00000229239.2	23996784	24006749	+	RP11-223J15.2
1	gene	ENSG00000142676.8	24018269	24022915	+	RPL11
1	gene	ENSG00000203589.2	24032291	24033424	-	RP5-886K2.1
1	gene	ENSG00000244609.2	24063100	24063380	-	RN7SL532P
1	gene	ENSG00000011007.8	24069645	24088549	+	TCEB3
1	gene	ENSG00000236810.1	24098101	24104777	-	RP5-886K2.3
1	gene	ENSG00000057757.5	24104895	24114722	+	PITHD1
1	gene	ENSG00000011009.6	24117460	24122029	+	LYPLA2
1	gene	ENSG00000117308.10	24122089	24127271	-	GALE
1	gene	ENSG00000117305.10	24128375	24165110	-	HMGCL
1	gene	ENSG00000179163.11	24171567	24194784	-	FUCA1
1	gene	ENSG00000188822.6	24197016	24285549	-	CNR2
1	gene	ENSG00000264347.1	24208284	24208575	-	RN7SL24P
1	gene	ENSG00000238538.1	24208745	24208842	+	snoU13
1	gene	ENSG00000229106.1	24227961	24229227	-	RP11-4M23.2
1	gene	ENSG00000232557.3	24233601	24234375	+	RP11-4M23.3
1	gene	ENSG00000264926.1	24255560	24255637	+	MIR378F
1	gene	ENSG00000230228.2	24275506	24275873	-	RP11-4M23.4
1	gene	ENSG00000189266.7	24285599	24289952	+	PNRC2
1	gene	ENSG00000188529.10	24291294	24307417	-	SRSF10
1	gene	ENSG00000215905.4	24334371	24335009	-	RP11-4M23.7
1	gene	ENSG00000225315.2	24367325	24390763	+	RP11-293P20.2
1	gene	ENSG00000142661.14	24382525	24438665	-	MYOM3
1	gene	ENSG00000230703.1	24393264	24393332	+	RP11-293P20.4
1	gene	ENSG00000142677.3	24446261	24469611	-	IL22RA1
1	gene	ENSG00000185436.7	24480647	24514449	-	IFNLR1
1	gene	ENSG00000230023.2	24526730	24538183	+	RP11-10N16.2
1	gene	ENSG00000221032.3	24554407	24554520	+	AL590683.1
1	gene	ENSG00000266511.1	24606257	24606345	-	AL590683.2
1	gene	ENSG00000232298.2	24634046	24648391	-	RP11-10N16.3
1	gene	ENSG00000158055.11	24645812	24690972	+	GRHL3
1	gene	ENSG00000001460.13	24683489	24743424	-	STPG1
1	gene	ENSG00000001461.12	24745781	24799466	+	NIPAL3
1	gene	ENSG00000117602.7	24829387	24867530	+	RCAN3
1	gene	ENSG00000266551.1	24855945	24856204	-	RN7SL857P
1	gene	ENSG00000264443.1	24878379	24882515	-	RP4-594I10.3
1	gene	ENSG00000184454.6	24882602	24935819	+	NCMAP
1	gene	ENSG00000227312.2	24890118	24890465	+	RP11-496D1.2
1	gene	ENSG00000239106.1	24951902	24952004	-	Y_RNA
1	gene	ENSG00000133226.12	24958207	24999758	+	SRRM1
1	gene	ENSG00000238986.1	24993474	24993578	-	snoU13
1	gene	ENSG00000169504.10	25071848	25170815	+	CLIC4
1	gene	ENSG00000238482.1	25104364	25104470	-	RNU6-1208P
1	gene	ENSG00000020633.14	25226002	25291612	-	RUNX3
1	gene	ENSG00000229162.1	25287836	25289588	+	RP11-84D1.1
1	gene	ENSG00000261025.1	25294914	25297356	-	RP11-84D1.2
1	gene	ENSG00000264371.1	25349994	25350077	+	MIR4425
1	gene	ENSG00000233755.1	25370198	25439611	-	RP4-799D16.1
1	gene	ENSG00000233419.2	25451544	25451945	-	RP4-781L3.1
1	gene	ENSG00000231953.1	25534630	25535360	+	RP4-706G24.1
1	gene	ENSG00000117614.5	25549170	25558993	-	SYF2
1	gene	ENSG00000117616.13	25568728	25664407	-	C1orf63
1	gene	ENSG00000272432.1	25574328	25574812	+	RP3-465N24.6
1	gene	ENSG00000261349.1	25592593	25593627	-	RP3-465N24.5
1	gene	ENSG00000187010.14	25598884	25656936	+	RHD
1	gene	ENSG00000224183.1	25620655	25621134	-	SDHDP6
1	gene	ENSG00000259984.1	25662920	25662952	-	RP11-335G20.7
1	gene	ENSG00000183726.6	25664705	25688739	+	TMEM50A
1	gene	ENSG00000252515.1	25667462	25667525	+	RNU6-1171P
1	gene	ENSG00000238889.1	25672765	25672868	-	snoU13
1	gene	ENSG00000188672.12	25688853	25756683	-	RHCE
1	gene	ENSG00000238084.3	25725203	25725771	+	RP3-469D22.1
1	gene	ENSG00000266468.1	25732722	25732780	+	AL031284.1
1	gene	ENSG00000204178.5	25757388	25826700	+	TMEM57
1	gene	ENSG00000157978.7	25870071	25895377	+	LDLRAP1
1	gene	ENSG00000225643.1	25907969	25916847	+	RP11-70P17.1
1	gene	ENSG00000117643.10	25943959	26112698	+	MAN1C1
1	gene	ENSG00000233478.1	25971035	25985602	-	RP1-187B23.1
1	gene	ENSG00000162430.12	26126667	26144713	+	SEPN1
1	gene	ENSG00000228172.1	26144894	26144915	-	RP1-317E23.3
1	gene	ENSG00000117640.13	26145131	26159432	+	MTFR1L
1	gene	ENSG00000223474.2	26145344	26147252	-	AL020996.1
1	gene	ENSG00000272478.1	26158404	26158411	-	RP1-317E23.7
1	gene	ENSG00000127423.6	26160497	26185903	-	AUNIP
1	gene	ENSG00000236528.1	26186104	26186366	+	RP1-125I3.2
1	gene	ENSG00000182749.5	26187701	26197744	-	PAQR7
1	gene	ENSG00000207302.1	26203987	26204096	+	Y_RNA
1	gene	ENSG00000117632.16	26210672	26233482	-	STMN1
1	gene	ENSG00000229786.1	26213851	26214101	+	SNRPFP2
1	gene	ENSG00000223624.1	26215461	26215600	+	RP1-125I3.4
1	gene	ENSG00000264021.1	26232853	26232879	-	MIR3917
1	gene	ENSG00000266763.1	26238240	26238313	+	AL033528.1
1	gene	ENSG00000158006.9	26286258	26324648	-	PAFAH2
1	gene	ENSG00000207237.1	26290688	26290791	+	RNU6-110P
1	gene	ENSG00000252190.1	26332497	26332621	+	SCARNA17
1	gene	ENSG00000252691.1	26332707	26332790	+	SCARNA18
1	gene	ENSG00000158008.5	26346375	26362955	+	EXTL1
1	gene	ENSG00000158014.10	26363743	26372624	-	SLC30A2
1	gene	ENSG00000158022.6	26377795	26394927	-	TRIM63
1	gene	ENSG00000265320.1	26398069	26398168	+	AL391650.1
1	gene	ENSG00000175087.5	26437664	26452034	+	PDIK1L
1	gene	ENSG00000197245.4	26485511	26489119	+	FAM110D
1	gene	ENSG00000142684.7	26496362	26498551	+	ZNF593
1	gene	ENSG00000236782.1	26496675	26496908	-	RP11-96L14.7
1	gene	ENSG00000142675.13	26503894	26516377	+	CNKSR1
1	gene	ENSG00000188782.3	26517052	26529459	+	CATSPER4
1	gene	ENSG00000236155.2	26536232	26556331	+	RP11-231P20.2
1	gene	ENSG00000130695.9	26560691	26605299	+	CEP85
1	gene	ENSG00000270733.1	26589532	26589889	-	RP11-231P20.5
1	gene	ENSG00000142669.9	26605667	26607818	+	SH3BGRL3
1	gene	ENSG00000158062.16	26608008	26644854	-	UBXN11
1	gene	ENSG00000169442.4	26644448	26647014	+	CD52
1	gene	ENSG00000176092.9	26648350	26680621	-	AIM1L
1	gene	ENSG00000225854.2	26653179	26653524	+	RP11-569G9.7
1	gene	ENSG00000265143.1	26674956	26675210	-	RN7SL490P
1	gene	ENSG00000176083.13	26688125	26701013	-	ZNF683
1	gene	ENSG00000131914.6	26737269	26756213	+	LIN28A
1	gene	ENSG00000117682.12	26758773	26797785	+	DHDDS
1	gene	ENSG00000223583.1	26781144	26781678	-	RP3-476K8.4
1	gene	ENSG00000225891.1	26789247	26793773	-	RP3-476K8.3
1	gene	ENSG00000198830.6	26798941	26802463	+	HMGN2
1	gene	ENSG00000224129.1	26845845	26846741	-	DPPA2P2
1	gene	ENSG00000117676.9	26856252	26901521	+	RPS6KA1
1	gene	ENSG00000238705.1	26881033	26881084	+	MIR1976
1	gene	ENSG00000243905.2	26919737	26920037	-	RN7SL679P
1	gene	ENSG00000252802.1	26920431	26920532	-	Y_RNA
